"","date","IWM","IWN","IWO","IWB","IWD","IWF","IWR","IWS","IWP","AWEIX","NSEPX","MCGFX","SPEGX","ACFSX","AVEGX","MABAX","BPAIX","HASCX","SCUIX","HFCGX","HSZYX","HSCSX","PSOPX","JMCRX","ALFAX","LAGWX","LMIYX","DEOPX","FSMVX","FRBSX","GGOIX","MXMGX","SECUX","ARKK"
"1",Jan 2015,-0.0333196569866578,-0.0435179019724788,-0.023234130106233,-0.0272367416971647,-0.0402631348501697,-0.0147512559386848,-0.0149580641667048,-0.0143378031666553,-0.0168743851098893,-0.03830400937396,-0.0319828164636507,-0.0171560246546295,-0.0211472440308326,-0.0158154553288769,-0.0287375935861537,-0.0519942076518011,-0.0390781187663256,-0.0389511123555592,-0.0254098659289471,-0.0277724419678415,-0.0397224031072199,-0.0576374849789923,-0.0368048152132261,-0.0423233070440545,-0.0221966481282425,-0.0264735437750259,-0.0316295433961616,-0.0140846624669723,-0.0192748277725664,-0.0615141879514241,-0.0311094801032807,-0.0188556598373431,-0.0183450070875026,0.00396044016845057
"2",Feb 2015,0.0577632319997459,0.0453848014419076,0.0696875072663178,0.0550245631138368,0.0465651152687206,0.0638353651073158,0.0530174327922675,0.0400354132029258,0.0663639761943742,0.0634625013314726,0.0629747951212868,0.0460080469068719,0.0557826603630397,0.0484691172013741,0.0611389695340495,0.0843783205158514,0.0689311720084008,0.0677459546692804,0.0501897821449785,0.0653022188185575,0.0728315523902469,0.0840176839599513,0.0435796373226218,0.0544774487701406,0.0635453658036288,0.0765497566123516,0.0694284027322579,0.0570149465345683,0.0441456725411428,0.0404120334225906,0.0602310327619662,0.0733783329406662,0.0672883733512231,0.0608570274471464
"3",Mar 2015,0.0175448418821256,0.0171131191020426,0.0178937725498589,-0.0131018860500689,-0.0140902856547373,-0.011822159436517,0.000711259715797134,-0.00170221812650653,0.0016374527829087,-0.0112430755557676,-0.0110149947940511,-0.00578166564153573,-0.00962051076432723,-0.00762263226612278,-0.00102919917982494,-0.00610532504564846,-0.0086883895940327,0.0144513575225841,0.0215227247595489,0.00941302407425002,0.00636532002613238,0.0152562571005778,0.0192361482186322,0.0245287559654506,0.0135180810283076,0.0186763068593922,0.0329865845317855,0.0115048230085671,0.00063348212024742,-0.0165410555817976,-0.00773032554110751,0.0103003246472396,0.00349978443083037,-0.0318836119789552
"4",Apr 2015,-0.0259837822182439,-0.0217442940804514,-0.0298713181476267,0.00808108800774365,0.0087888084977521,0.00544387792095628,-0.00945988410236203,-0.0118962210973568,-0.0069678835142786,0.00626162847045608,0.00788040401900765,-0.0147976402798821,0.00642400670364989,0.0192369948299875,-0.0138217335469059,0.00860841375423191,0.0104169119732765,-0.0232232226446497,-0.028148844082616,-0.0464262183619388,-0.0192190440086609,-0.0434201795211694,-0.0247889810630543,-0.0272170369033151,-0.00834666708328907,-0.0346559497833786,-0.0437146474988301,-0.00422325031355773,-0.000797891061422271,0.0193493086607205,0.00457505933898891,-0.00513686930898859,-0.00701148080448827,0.00574292144943814
"5",May 2015,0.0221171627294913,0.00749729915001789,0.035464193133234,0.0126772722984755,0.0123289319389097,0.0130848946800029,0.0138405397555196,0.0177255687854876,0.0118573304226858,0.0124072133007335,0.0202026778427151,0.0274730511856056,0.021119850168165,0.0177400902258963,0.0141650769634243,0.0106573425606227,0.0154243624358831,0.00804396982883775,0.0228117491481685,0.0280130312958052,0.00709000760083906,0.0259298492099038,0.000716815225801324,0.0166836173737538,0.0216845164757375,0.0509231740067316,0.0694380798683416,0.019162416398126,0.0271725987351717,-0.00327708032634149,-0.00528076708932702,0.0208118729305533,0.0118034671931445,0.0301310139753915
"6",Jun 2015,0.00779878043553866,0.00206170246226814,0.0142032667879185,-0.0191197148252446,-0.0204391771781602,-0.0176196108911571,-0.0207451167533694,-0.0259615713023583,-0.0159790291564835,-0.00556414870369932,-0.00829012281709741,-0.000763667590717503,-0.0115605607827062,-0.0241113137292308,-0.00723002945662999,-0.0149521804214799,-0.017152884815127,0.000364167030671207,0.00419597942105949,0.0104922551582509,0.0203439373641673,0.0064404818656871,0.00469446497913747,0,0.00534842796553218,0.00947086087059879,0.0147445432385313,-0.00680106685490884,-0.0263747076737494,-0.0136924935542749,-0.00247396536363575,-0.00379018143868238,-0.0173155591596046,-0.0114565021522241
"7",Jul 2015,-0.0111009459122152,-0.0288019445277489,0.00439194277672046,0.0193993673644672,0.00467151417720074,0.0335370679983232,0.00734484433495327,-0.00234632357301696,0.0158606471865082,0.0244961354642596,0.0228535412954523,0.0455472676868407,0.00737233656918468,-0.00641195803170244,0.0208589116629349,0.0025074663314086,0.0111826491414174,-0.0187401709266623,0.00114111551338781,0.0177343481811683,-0.0145802209824779,-0.02779018999644,-0.0326590513122278,-0.0281897719844946,-0.00125584023471806,0.00204728945862123,-0.00141747875665066,-0.0103947177029526,0,-0.0372924551355723,0.00810573172037964,0.0146597641049037,0.0140507167152904,0.00700130113178955
"8",Aug 2015,-0.0651890382840902,-0.0501611416728036,-0.0789297394097894,-0.0621121959752361,-0.0615179652541027,-0.0630040701776919,-0.054031546543445,-0.0479983352561329,-0.0603574215716865,-0.059831118283211,-0.0701890363398108,-0.0671696362615925,-0.0661489785746778,-0.0765402674762901,-0.0449902420327064,-0.0727051293792965,-0.0572086802425974,-0.0588180634192122,-0.050293263971124,-0.0526304434463224,-0.0544575815864717,-0.0401451242485978,-0.0510795740133165,-0.0346294327332714,-0.0709473027245156,-0.111057395779937,-0.0941289563260479,-0.0673696769767917,-0.0612728063089746,-0.0298006056058875,-0.0645151878914281,-0.04420572207664,-0.0597392596781853,-0.0673330110031388
"9",Sep 2015,-0.050623293071713,-0.0354893994991491,-0.0650070875707677,-0.028468277840537,-0.0312204339279645,-0.0264031676703179,-0.0369652604635038,-0.0349343776259803,-0.0399556584047546,-0.0306510362001657,-0.0309962640844479,-0.026900243237723,-0.0284267798829009,-0.0288204717932539,-0.0474812944133003,-0.0533408897815741,-0.0369046195482412,-0.0413631488969722,-0.039556238671074,-0.0192264169624541,-0.0676451872870915,-0.0292285935755408,-0.0297666937272333,0.011212440283098,-0.0336107725038389,-0.0617393351899608,-0.082252910481017,-0.0554195985140637,-0.0437774075201641,-0.0489680722259467,-0.0432272202262995,-0.0517525496952795,-0.0406197555930844,-0.0673950977825438
"10",Oct 2015,0.0547034775508839,0.0536934413985524,0.0550372474642526,0.0779638017589643,0.0724602760206703,0.0834116326155066,0.0595805766658179,0.0598793717764131,0.0609629917410154,0.0825864384311607,0.0843072250837856,0.0666912335012031,0.0765761460299934,0.0659995575916078,0.0548873862909975,0.0712631100883414,0.0772917804150174,0.0719677960691744,0.0491069055987253,0.0481404246204582,0.0200006736047134,0.0573700497167236,0.055353374013912,0.0873598307799944,0.0383216233325603,0.00871261971523867,-0.0159184064469124,0.0671844722015228,0.0610153611497478,0.06735428499062,0.0495718184775862,0.0772185833202104,0.0619140472524256,0.0573947581710501
"11",Nov 2015,0.0320790518990011,0.0292308776959728,0.0362136483681556,0.0040530340416931,0.00447695138463318,0.00306232322679499,0.00332586089916136,0.00266394024805251,0.00254508446864355,-0.0104198776315797,0.000850761643556373,-0.00338168852344442,0.0021346535289596,-0.00610133418271582,0.00245663969649925,-0.00873046026777559,0.0103852839442849,0.0319156061587036,0.0192198722839239,-0.00954551776832984,0.00282485275485568,0.0278713293868306,0.0342932825661617,0.0214789789421754,0.0169747320378524,0.0240133312141452,0.0603599574785834,-0.00782784994138813,-0.000833757305111751,0.0219679690881706,-0.00148924748461072,0.0106814485507469,0.00135854619995916,0.0632815837115133
"12",Dec 2015,-0.0516134813728043,-0.0557616105504607,-0.0494107434765207,-0.0193704357703967,-0.022291829107369,-0.0153149790710517,-0.0282238080285109,-0.0322249264146122,-0.0236996858831754,-0.0212484818968301,-0.00715707822009608,0.00429299027715416,-0.00783728369620206,-0.0201415194758432,-0.0383170430730505,-0.0343154012329094,-0.0262480915047225,-0.0511104880987615,-0.0389566970874077,-0.0344160936945877,-0.0329747982134642,-0.072404947403555,-0.0626213236157839,-0.0576450756371336,-0.0325941090151877,-0.0491771166613148,-0.0421324690485781,-0.0503386483521834,-0.0281554075047214,-0.0340917034702556,-0.0202876030459051,-0.0196377756026246,-0.0322538821250273,-0.0134220206706097
"13",Jan 2016,-0.0896789312404956,-0.0677193534542649,-0.112020030228634,-0.0558977126769019,-0.0542775409371169,-0.0584720178734497,-0.067731575022076,-0.0563195255258186,-0.0779148126437253,-0.0503851562942644,-0.0584962935612829,-0.0393209917420466,-0.0606246728506895,-0.071623405774323,-0.0271436543901208,-0.0664729898996228,-0.073745936153381,-0.0703214990375272,-0.0653826658081945,-0.0737861046128981,-0.0867824033827373,-0.0619655072570314,-0.0585061722840794,-0.0607902235227078,-0.0888832848766631,-0.138110262714944,-0.174971640169301,-0.0493567980735396,-0.0733506254231289,-0.0633613292441351,-0.0852713171422742,-0.113920318730062,-0.0749072295641317,-0.2006706561673
